+---------------------------------------------------------------------------------+--------------------+--------------------+------------------------------------------------------------+
|                                                                                 | A@0 | NAN          | A@1 | NULL         | A@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil } |
+---------------------------------------------------------------------------------+--------------------+--------------------+------------------------------------------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan | NAN ? cmpValuesNan | NAN ? cmpValuesNan                                         |
|                                                                                 | A@24 | ""               | A@25 | "a"              | A@26 | "b"              | A@27 | "ab"             | A@28 | "ba"             |
+---------------------------------------------------------------------------------+-------------------------+-------------------------+-------------------------+-------------------------+-------------------------+
| B@0 | NAN                                                                       | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      | NAN ? cmpValuesNan      |
| B@1 | NULL                                                                      | 0 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       | 1 ? cmpValuesNull       |
| B@2 | { object(stringable) # Gzhegow\Lib\Modules\Php\Nil }                      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      |
| B@3 | "NAN"                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@4 | "NULL"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@5 | "{N}"                                                                     | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      | NAN ? cmpValuesNil      |
| B@6 | FALSE                                                                     | 0 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    | 1 ? cmpValuesBoolean    |
| B@7 | TRUE                                                                      | -1 ? cmpValuesBoolean   | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    | 0 ? cmpValuesBoolean    |
| B@8 | 0                                                                         | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@9 | 1                                                                         | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@10 | 0.0                                                                      | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@11 | 1.0                                                                      | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@12 | 1.1                                                                      | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@13 | 10.0                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@14 | 11.0                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@15 | 0.11                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@16 | 9223372036854775807                                                      | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@17 | -9223372036854775808                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@18 | 9.223372036854776E+18                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@19 | -9.223372036854776E+18                                                   | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@20 | 1.7976931348623157E+308                                                  | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@21 | -1.7976931348623157E+308                                                 | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@22 | INF                                                                      | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    |
| B@23 | -INF                                                                     | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    | NAN ? cmpValuesFloat    |
| B@24 | ""                                                                       | 0 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@25 | "a"                                                                      | -1 ? cmpValuesString    | 0 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@26 | "b"                                                                      | -1 ? cmpValuesString    | -1 ? cmpValuesString    | 0 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@27 | "ab"                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | 0 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@28 | "ba"                                                                     | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | 0 ? cmpValuesString     |
| B@29 | "0"                                                                      | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@30 | "1"                                                                      | -1 ? cmpValuesString    | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     | 1 ? cmpValuesString     |
| B@31 | "0.0"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@32 | "1.0"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@33 | "1.1"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@34 | "1e1"                                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@35 | "1.1e1"                                                                  | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@36 | "1.1e-1"                                                                 | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@37 | "9223372036854775807"                                                    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@38 | "-9223372036854775808"                                                   | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
| B@39 | "9.223372036854776E+18"                                                  | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    | -1 ? cmpValuesString    |
